person_slug,person_name,rank,title,year,review_url,nyt_id,imdb_id
naomi-ackie,Naomi Ackie,1,Blue Jasmine,2013,https://www.nytimes.com/2013/07/26/movies/cate-blanchett-stars-in-woody-allens-blue-jasmine.html,t55646ido8,tt2334873
naomi-ackie,Naomi Ackie,2,Django Unchained,2012,https://www.nytimes.com/2012/12/25/movies/quentin-tarantinos-django-unchained-stars-jamie-foxx.html,26tx866trt,tt1853728
naomi-ackie,Naomi Ackie,3,Eternal Sunshine of the Spotless Mind,2004,https://www.nytimes.com/2004/03/19/movies/film-review-washing-that-girl-out-of-his-head.html,hn59fguprk,tt0338013
naomi-ackie,Naomi Ackie,4,Her,2013,https://www.nytimes.com/2013/12/18/movies/her-directed-by-spike-jonze.html,m33vh7ps8w,tt1798709
naomi-ackie,Naomi Ackie,5,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
naomi-ackie,Naomi Ackie,6,Moonrise Kingdom,2012,https://www.nytimes.com/2012/05/25/movies/wes-andersons-moonrise-kingdom-with-bruce-willis.html,z77mwmvoiu,tt1748122
naomi-ackie,Naomi Ackie,7,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
naomi-ackie,Naomi Ackie,8,Talk to Me,2023,https://www.nytimes.com/2023/07/27/movies/talk-to-me-review.html,t8dtwnoagl,tt10638522
naomi-ackie,Naomi Ackie,9,The Dark Knight,2008,https://www.nytimes.com/2008/07/18/movies/18knig.html,ovjvzklwqa,tt0468569
naomi-ackie,Naomi Ackie,10,Triangle of Sadness,2022,https://www.nytimes.com/2022/10/06/movies/triangle-of-sadness-review.html,mi6ignhn4q,tt7322224
uzo-aduba,Uzo Aduba,1,Anatomy of a Fall,2023,https://www.nytimes.com/2023/10/12/movies/anatomy-of-a-fall-review.html,xe5vu0xdpz,tt17009710
uzo-aduba,Uzo Aduba,2,Black Panther,2018,https://www.nytimes.com/2018/02/06/movies/black-panther-review-movie.html,htxkw0dioh,tt1825683
uzo-aduba,Uzo Aduba,3,Dreamgirls,2006,https://www.nytimes.com/2006/12/15/movies/15drea.html,1e4rai5huv,tt0443489
uzo-aduba,Uzo Aduba,4,Gosford Park,2001,https://www.nytimes.com/2001/12/26/movies/film-review-full-of-baronial-splendor-and-hatefulness.html,hk41fwgccy,tt0280707
uzo-aduba,Uzo Aduba,5,Inception,2010,https://www.nytimes.com/2010/07/16/movies/16inception.html,zcaoui2n0j,tt1375666
uzo-aduba,Uzo Aduba,6,Memento,2001,https://www.nytimes.com/2001/03/16/movies/film-review-backward-reel-the-grisly-memories.html,ugwq1ddjtc,tt0209144
uzo-aduba,Uzo Aduba,7,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
uzo-aduba,Uzo Aduba,8,Spotlight,2015,https://www.nytimes.com/2015/11/06/movies/review-in-spotlight-the-boston-globe-digs-up-the-catholic-churchs-dirt.html,nguq4rtxoc,tt1895587
uzo-aduba,Uzo Aduba,9,The Departed,2006,https://www.nytimes.com/2006/10/06/movies/06depa.html,xbmxgm1m0f,tt0407887
uzo-aduba,Uzo Aduba,10,Traffic,2000,https://www.nytimes.com/2000/12/27/movies/film-review-teeming-mural-of-a-war-fought-and-lost.html,vla3cn28zw,tt0181865
casey-affleck,Casey Affleck,1,Apocalypto,2006,https://www.nytimes.com/2006/12/08/movies/08apoc.html,pwy9ti2oy9,tt0472043
casey-affleck,Casey Affleck,2,City of God,2003,https://www.nytimes.com/2003/01/17/movies/film-review-boys-soldiering-in-an-army-of-crime.html,gz7w8418tp,tt0317248
casey-affleck,Casey Affleck,3,Inside Llewyn Davis,2013,https://www.nytimes.com/2013/12/06/movies/inside-llewyn-davis-directed-by-joel-and-ethan-coen.html,ntl6oc3afn,tt2042568
casey-affleck,Casey Affleck,4,Moneyball,2011,https://www.nytimes.com/2011/09/23/movies/brad-pitt-in-moneyball-by-bennett-miller.html,80twlluo27,tt1210166
casey-affleck,Casey Affleck,5,No Country for Old Men,2007,https://www.nytimes.com/2007/11/09/movies/09coun.html,ha9llvm7f1,tt0477348
casey-affleck,Casey Affleck,6,Ratatouille,2007,https://www.nytimes.com/2007/06/29/movies/29rata.html,0kg79o37uw,tt0382932
casey-affleck,Casey Affleck,7,Son of Saul,2015,https://www.nytimes.com/2015/12/18/movies/review-son-of-saul-revisits-life-and-death-in-auschwitz.html,4qus8wmnox,tt3808342
casey-affleck,Casey Affleck,8,The Assassination of Jesse James by the Coward Robert Ford,2007,https://www.nytimes.com/2007/09/21/movies/21assa.html,s42cv0pa1a,tt0443680
casey-affleck,Casey Affleck,9,The Lord of the Rings: The Return of the King,2003,https://www.nytimes.com/2003/12/16/movies/film-review-triumph-tinged-with-regret-in-middle-earth.html,w4cs3cq7cp,tt0167260
casey-affleck,Casey Affleck,10,The Social Network,2010,https://www.nytimes.com/2010/09/24/movies/24nyffsocial.html,l4ug56nz0f,tt1285016
pedro-almodovar,Pedro Almodóvar,1,Amour,2012,https://www.nytimes.com/2012/12/19/movies/michael-hanekes-amour-with-jean-louis-trintignant.html,cw0ik5bfl7,tt1602620
pedro-almodovar,Pedro Almodóvar,2,Call Me by Your Name,2017,https://www.nytimes.com/2017/11/22/movies/call-me-by-your-name-review-armie-hammer.html,fczzolmsc8,tt5726616
pedro-almodovar,Pedro Almodóvar,3,"Crouching Tiger, Hidden Dragon",2000,https://www.nytimes.com/2000/10/09/movies/film-festival-review-action-fans-be-prepared-for-heart-and-feminism.html,061nzpgfe9,tt0190332
pedro-almodovar,Pedro Almodóvar,4,Dogtooth,2009,https://www.nytimes.com/2010/06/25/movies/25dog.html,v1rlnsr58m,tt1379182
pedro-almodovar,Pedro Almodóvar,5,Ida,2014,https://www.nytimes.com/2014/05/02/movies/ida-about-an-excavation-of-truth-in-postwar-poland.html,bq8csxk331,tt2718492
pedro-almodovar,Pedro Almodóvar,6,La ciénaga,2001,https://www.nytimes.com/2001/10/01/movies/film-festival-reviews-summertime-and-the-living-is-approaching-unbearable.html,f01571ae70,tt0240419
pedro-almodovar,Pedro Almodóvar,7,Phantom Thread,2017,https://www.nytimes.com/2017/12/24/movies/phantom-thread-review-daniel-day-lewis.html,8sbk4yhene,tt5776858
pedro-almodovar,Pedro Almodóvar,8,Roma,2018,https://www.nytimes.com/2018/11/20/movies/roma-review.html,sytbcvl6i1,tt6155172
pedro-almodovar,Pedro Almodóvar,9,Ten,2002,https://www.nytimes.com/2002/09/28/movies/new-york-film-festivals-reviews-in-tehran-a-driver-with-a-lot-to-say.html,40wjtqj7pt,tt0301978
pedro-almodovar,Pedro Almodóvar,10,Toni Erdmann,2016,https://www.nytimes.com/2016/12/22/movies/toni-erdmann-review.html,r2dbf4z2d6,tt4048272
pamela-anderson,Pamela Anderson,1,Amélie,2001,https://www.nytimes.com/2001/11/02/movies/film-review-little-miss-sunshine-as-urban-sprite.html,nwhul8q9po,tt0211915
pamela-anderson,Pamela Anderson,2,Blue Valentine,2010,https://www.nytimes.com/2010/12/29/movies/29blue.html,pu6m9vdo1y,tt1120985
pamela-anderson,Pamela Anderson,3,Invisible Life,2019,https://www.nytimes.com/2019/12/19/movies/invisible-life-review.html,5cfd9fa43f,tt6390668
pamela-anderson,Pamela Anderson,4,Lost in Translation,2003,https://www.nytimes.com/2003/09/12/movies/film-review-an-american-in-japan-making-a-connection.html,wpqdt02atj,tt0335266
pamela-anderson,Pamela Anderson,5,Requiem for a Dream,2000,https://www.nytimes.com/2000/10/06/movies/film-review-addicted-to-drugs-and-drug-rituals.html,6wu9mzund7,tt0180093
pamela-anderson,Pamela Anderson,6,The Grand Budapest Hotel,2014,https://www.nytimes.com/2014/03/07/movies/wes-andersons-grand-budapest-hotel-is-a-complex-caper.html,3lzvrdy9io,tt2278388
pamela-anderson,Pamela Anderson,7,The Lobster,2016,https://www.nytimes.com/2016/05/13/movies/the-lobster-review-colin-farrell-rachel-weisz.html,sjv6fq66zv,tt3464902
pamela-anderson,Pamela Anderson,8,The Party,2017,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,73a0bd5de8,tt5814592
pamela-anderson,Pamela Anderson,9,Volver,2006,https://www.nytimes.com/2006/11/03/movies/03volv.html,daq0t15a4g,tt0441909
pamela-anderson,Pamela Anderson,10,White God,2015,https://www.nytimes.com/2015/03/27/movies/review-in-white-god-man-bites-dog-dog-bites-back.html,z7hskst4em,tt2844798
sean-baker,Sean Baker,1,"4 Months, 3 Weeks and 2 Days",2007,https://www.nytimes.com/2008/01/25/movies/25mont.html,v4eenicmdd,tt1032846
sean-baker,Sean Baker,2,Dogville,2004,https://www.nytimes.com/2003/10/04/movies/film-festival-review-virtue-is-its-own-punishment.html,flmm5eqnbv,tt0276919
sean-baker,Sean Baker,3,Import Export,2009,https://www.nytimes.com/2009/07/31/movies/31import.html,zoc6fpyqvw,tt0459102
sean-baker,Sean Baker,4,Morvern Callar,2002,https://www.nytimes.com/2002/12/20/movies/film-review-following-the-dream-without-waking.html,v0t1p1k18x,tt0300214
sean-baker,Sean Baker,5,Oasis,2004,https://www.nytimes.com/2004/05/07/movies/film-review-in-two-who-aren-t-normal-a-normal-need-for-love.html,a330724074,tt0320193
sean-baker,Sean Baker,6,Oldboy,2005,https://www.nytimes.com/2005/03/25/movies/the-violence-and-the-seafood-is-more-than-raw.html,k8cvttya6s,tt0364569
sean-baker,Sean Baker,7,P'tit Quinquin,2014,https://www.nytimes.com/2015/01/02/arts/lil-quinquin-a-new-mystery-by-bruno-dumont.html,5f437ded7d,tt3053694
sean-baker,Sean Baker,8,Paradise: Faith,2012,https://www.nytimes.com/2013/08/23/movies/paradise-faith-the-second-in-ulrich-seidls-trilogy.html,b4eb83683f,tt2371824
sean-baker,Sean Baker,9,Together,2001,https://www.nytimes.com/2001/08/24/movies/film-in-review-together.html,umjq2vurg9,tt0203166
sean-baker,Sean Baker,10,Triangle of Sadness,2022,https://www.nytimes.com/2022/10/06/movies/triangle-of-sadness-review.html,mi6ignhn4q,tt7322224
elizabeth-banks,Elizabeth Banks,1,Barbie,2023,https://www.nytimes.com/2023/07/18/movies/barbie-movie-review.html,y5t0mjme6v,tt1517268
elizabeth-banks,Elizabeth Banks,2,Bowling for Columbine,2002,https://www.nytimes.com/2002/10/11/movies/film-review-seeking-a-smoking-gun-in-us-violence.html,dny673dxdr,tt0310793
elizabeth-banks,Elizabeth Banks,3,Inglourious Basterds,2009,https://www.nytimes.com/2009/08/21/movies/21inglourious.html,jhgeiiho9u,tt0361748
elizabeth-banks,Elizabeth Banks,4,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
elizabeth-banks,Elizabeth Banks,5,Mustang,2015,https://www.nytimes.com/2015/11/20/movies/review-in-mustang-turkish-sisters-and-traditions-clash.html,oxt4unlnic,tt3966404
elizabeth-banks,Elizabeth Banks,6,No Country for Old Men,2007,https://www.nytimes.com/2007/11/09/movies/09coun.html,ha9llvm7f1,tt0477348
elizabeth-banks,Elizabeth Banks,7,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
elizabeth-banks,Elizabeth Banks,8,Something's Gotta Give,2003,https://www.nytimes.com/2003/12/12/movies/film-review-weep-and-the-world-laughs-hysterically.html,snm278h9zq,tt0337741
elizabeth-banks,Elizabeth Banks,9,The Departed,2006,https://www.nytimes.com/2006/10/06/movies/06depa.html,xbmxgm1m0f,tt0407887
elizabeth-banks,Elizabeth Banks,10,Toy Story 3,2010,https://www.nytimes.com/2010/06/18/movies/18toy.html,fxdt8w8ws2,tt0435761
michael-barker,Michael Barker,1,A Prophet,2010,https://www.nytimes.com/2010/02/26/movies/26prophet.html,nqzk9vt0e0,tt1235166
michael-barker,Michael Barker,2,Afsaid,2006,https://archive.nytimes.com/query.nytimes.com/gst/fullpage-9805E5D61430F930A15750C0A9619C8B63.html,9b3e1d53fc,tt0499537
michael-barker,Michael Barker,3,Bad Education,2004,https://www.nytimes.com/2004/11/19/movies/film-noir-with-fantasy-and-a-transsexual-femme-fatale.html,k6zzujci67,tt0275491
michael-barker,Michael Barker,4,"Crouching Tiger, Hidden Dragon",2000,https://www.nytimes.com/2000/10/09/movies/film-festival-review-action-fans-be-prepared-for-heart-and-feminism.html,061nzpgfe9,tt0190332
michael-barker,Michael Barker,5,I'm Still Here,2025,https://www.nytimes.com/2025/01/16/movies/im-still-here-review.html,4236c45297,tt14961016
michael-barker,Michael Barker,6,Locke,2014,https://www.nytimes.com/2014/04/25/movies/locke-centers-on-a-fateful-nights-journey.html,qeml3il3mi,tt2692904
michael-barker,Michael Barker,7,Mystic River,2003,https://www.nytimes.com/2003/10/03/movies/film-festival-review-dark-parable-of-violence-avenged.html,dqiorbf05u,tt0327056
michael-barker,Michael Barker,8,Punch-Drunk Love,2002,https://www.nytimes.com/2002/10/05/movies/film-festival-review-love-and-the-single-misfit-in-a-topsy-turvy-world.html,kywznv0o84,tt0272338
michael-barker,Michael Barker,9,The Lives of Others,2006,https://www.nytimes.com/2007/02/09/movies/09live.html,b0v2rwoxpm,tt0405094
michael-barker,Michael Barker,10,Toni Erdmann,2016,https://www.nytimes.com/2016/12/22/movies/toni-erdmann-review.html,r2dbf4z2d6,tt4048272
judy-becker,Judy Becker,1,A Fantastic Woman,2017,https://www.nytimes.com/2017/11/15/movies/a-fantastic-woman-review.html,v3kct7mdag,tt5639354
judy-becker,Judy Becker,2,City of God,2003,https://www.nytimes.com/2003/01/17/movies/film-review-boys-soldiering-in-an-army-of-crime.html,gz7w8418tp,tt0317248
judy-becker,Judy Becker,3,I'm Not There,2007,https://www.nytimes.com/2007/11/21/movies/21ther.html,4lbj2ru735,tt0368794
judy-becker,Judy Becker,4,Joker,2019,https://www.nytimes.com/2019/10/03/movies/joker-review.html,88zbgyz5e7,tt7286456
judy-becker,Judy Becker,5,Let the Right One In,2008,https://www.nytimes.com/2008/10/24/movies/24righ.html,xu2cc23mdh,tt1139797
judy-becker,Judy Becker,6,The Brutalist,2024,https://www.nytimes.com/2024/12/19/movies/the-brutalist-review.html,7886dbd575,tt8999762
judy-becker,Judy Becker,7,The Nightingale,2019,https://www.nytimes.com/2019/08/01/movies/nightingale-review.html,6f5990556b,tt4068576
judy-becker,Judy Becker,8,The Tribe,2014,https://www.nytimes.com/2015/06/17/movies/review-the-tribe-communicates-without-words.html,p9stkcfi9i,tt1745787
judy-becker,Judy Becker,9,The Zone of Interest,2023,https://www.nytimes.com/2023/12/14/movies/the-zone-of-interest-review.html,r0vhfqcw49,tt7160372
judy-becker,Judy Becker,10,Under the Skin,2014,https://www.nytimes.com/2014/04/04/movies/scarlett-johansson-as-a-deadly-alien-in-under-the-skin.html,1tcoya9ybc,tt1441395
kate-berlant,Kate Berlant,1,Adaptation.,2002,https://www.nytimes.com/2002/12/06/movies/film-review-forever-obsessing-about-obsession.html,g0zx97xe9f,tt0268126
kate-berlant,Kate Berlant,2,Borat,2006,https://www.nytimes.com/2006/11/03/movies/03bora.html,b7t0fc5ffz,tt0443453
kate-berlant,Kate Berlant,3,Brokeback Mountain,2005,https://www.nytimes.com/2005/12/09/movies/riding-the-high-country-finding-and-losing-love.html,riii25wj1z,tt0388795
kate-berlant,Kate Berlant,4,Fish Tank,2010,https://www.nytimes.com/2010/01/15/movies/15fish.html,dk2or5ytmu,tt1232776
kate-berlant,Kate Berlant,5,Ghost World,2001,https://www.nytimes.com/2001/07/20/movies/film-review-teenagers-sad-world-in-a-comic-dimension.html,as2jw16kpd,tt0162346
kate-berlant,Kate Berlant,6,Grizzly Man,2005,https://www.nytimes.com/2005/08/12/movies/exploring-one-mans-fate-in-the-alaskan-wilderness.html,da2wdaridd,tt0427312
kate-berlant,Kate Berlant,7,Krisha,2016,https://www.nytimes.com/2016/03/18/movies/review-krisha-a-family-drama-set-around-thanksgiving.html,amxdxg2g76,tt4266638
kate-berlant,Kate Berlant,8,The Act of Killing,2013,https://www.nytimes.com/2013/07/19/movies/act-of-killing-re-enacts-indonesian-massacres.html,ww6jrt06ai,tt2375605
kate-berlant,Kate Berlant,9,The Zone of Interest,2023,https://www.nytimes.com/2023/12/14/movies/the-zone-of-interest-review.html,r0vhfqcw49,tt7160372
kate-berlant,Kate Berlant,10,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
tom-bernard,Tom Bernard,1,An Education,2009,https://www.nytimes.com/2009/10/09/movies/09education.html,yo1sde6g6f,tt1174732
tom-bernard,Tom Bernard,2,Bad Education,2004,https://www.nytimes.com/2004/11/19/movies/film-noir-with-fantasy-and-a-transsexual-femme-fatale.html,k6zzujci67,tt0275491
tom-bernard,Tom Bernard,3,Blue Jasmine,2013,https://www.nytimes.com/2013/07/26/movies/cate-blanchett-stars-in-woody-allens-blue-jasmine.html,t55646ido8,tt2334873
tom-bernard,Tom Bernard,4,Capote,2005,https://www.nytimes.com/2005/09/27/movies/bigname-novelist-smalltown-murders.html,de1oi1vxv3,tt0379725
tom-bernard,Tom Bernard,5,"Crouching Tiger, Hidden Dragon",2000,https://www.nytimes.com/2000/10/09/movies/film-festival-review-action-fans-be-prepared-for-heart-and-feminism.html,061nzpgfe9,tt0190332
tom-bernard,Tom Bernard,6,Moneyball,2011,https://www.nytimes.com/2011/09/23/movies/brad-pitt-in-moneyball-by-bennett-miller.html,80twlluo27,tt1210166
tom-bernard,Tom Bernard,7,Rachel Getting Married,2008,https://www.nytimes.com/2008/10/03/movies/03rach.html,ly10b051j1,tt1084950
tom-bernard,Tom Bernard,8,Searching for Sugar Man,2012,https://www.nytimes.com/2012/07/27/movies/malik-bendjellouls-searching-for-sugar-man.html,pjpz8qxzww,tt2125608
tom-bernard,Tom Bernard,9,The White Ribbon,2009,https://www.nytimes.com/2009/12/30/movies/30white.html,fqnzfne002,tt1149362
tom-bernard,Tom Bernard,10,Whiplash,2014,https://www.nytimes.com/2014/10/10/movies/in-whiplash-a-young-jazz-drummer-vs-his-teacher.html,ino1hp3tkp,tt2582802
mike-birbiglia,Mike Birbiglia,1,Children of Men,2006,https://www.nytimes.com/2006/12/25/movies/25chil.html,wserm1vbyd,tt0206634
mike-birbiglia,Mike Birbiglia,2,Frances Ha,2013,https://www.nytimes.com/2013/05/17/movies/frances-ha-with-greta-gerwig.html,jcaqnwagq5,tt2347569
mike-birbiglia,Mike Birbiglia,3,Hot Fuzz,2007,https://www.nytimes.com/2007/04/20/movies/20fuzz.html,ta935v9t4y,tt0425112
mike-birbiglia,Mike Birbiglia,4,Idiocracy,2006,,1a60d64222,tt0387808
mike-birbiglia,Mike Birbiglia,5,Me and You and Everyone We Know,2005,https://www.nytimes.com/2005/06/17/movies/an-artistic-eye-wide-open-observing-odd-lost-souls.html,i2r33iado6,tt0415978
mike-birbiglia,Mike Birbiglia,6,Sideways,2004,https://www.nytimes.com/2004/10/16/movies/popping-the-cork-for-a-twist-on-a-socalled-life.html,prw3pzdu04,tt0375063
mike-birbiglia,Mike Birbiglia,7,Spotlight,2015,https://www.nytimes.com/2015/11/06/movies/review-in-spotlight-the-boston-globe-digs-up-the-catholic-churchs-dirt.html,nguq4rtxoc,tt1895587
mike-birbiglia,Mike Birbiglia,8,Superbad,2007,https://www.nytimes.com/2007/08/17/movies/17supe.html,xyljoou0y9,tt0829482
mike-birbiglia,Mike Birbiglia,9,The Squid and the Whale,2005,https://www.nytimes.com/2005/10/05/movies/growing-up-bohemian-and-absurd-in-brooklyn.html,hyc2o2bawm,tt0367089
mike-birbiglia,Mike Birbiglia,10,Up,2009,https://www.nytimes.com/2009/05/29/movies/29up.html,p5mtafp3so,tt1049413
jason-blum,Jason Blum,1,Boyhood,2014,https://www.nytimes.com/2014/07/11/movies/movie-review-linklaters-boyhood-is-a-model-of-cinematic-realism.html,prsrxcz8tg,tt1065073
jason-blum,Jason Blum,2,Get Out,2017,https://www.nytimes.com/2017/02/23/movies/get-out-review-jordan-peele.html,g6672bzd9f,tt5052448
jason-blum,Jason Blum,3,Moneyball,2011,https://www.nytimes.com/2011/09/23/movies/brad-pitt-in-moneyball-by-bennett-miller.html,80twlluo27,tt1210166
jason-blum,Jason Blum,4,Moulin Rouge!,2001,https://www.nytimes.com/2001/05/18/movies/film-review-an-eyeful-an-earful-anachronism-lautrec-meets-lady-marmalade.html,uat751cbna,tt0203009
jason-blum,Jason Blum,5,Silver Linings Playbook,2012,https://www.nytimes.com/2012/11/16/movies/silver-linings-playbook-directed-by-david-o-russell.html,pus66e7lo5,tt1045658
jason-blum,Jason Blum,6,Spotlight,2015,https://www.nytimes.com/2015/11/06/movies/review-in-spotlight-the-boston-globe-digs-up-the-catholic-churchs-dirt.html,nguq4rtxoc,tt1895587
jason-blum,Jason Blum,7,The Big Short,2015,https://www.nytimes.com/2015/12/11/movies/review-in-the-big-short-economic-collapse-for-fun-and-profit.html,cujy6cviv3,tt1596363
jason-blum,Jason Blum,8,The Wolf of Wall Street,2013,https://www.nytimes.com/2013/12/25/movies/dicaprio-stars-in-scorseses-the-wolf-of-wall-street.html,e8w0yo8r03,tt0993846
jason-blum,Jason Blum,9,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
jason-blum,Jason Blum,10,Whiplash,2014,https://www.nytimes.com/2014/10/10/movies/in-whiplash-a-young-jazz-drummer-vs-his-teacher.html,ino1hp3tkp,tt2582802
bong-joon-ho,Bong Joon Ho,1,Asako I & II,2019,https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,26emmn6ul2,tt7112154
bong-joon-ho,Bong Joon Ho,2,Happy as Lazzaro,2018,https://www.nytimes.com/2018/11/29/movies/happy-as-lazzaro-review.html,48zfm3or3z,tt6752992
bong-joon-ho,Bong Joon Ho,3,Mad Max: Fury Road,2015,https://www.nytimes.com/2015/05/15/movies/review-mad-max-fury-road-still-angry-after-all-these-years.html,4yhgz8ca8w,tt1392190
bong-joon-ho,Bong Joon Ho,4,No Country for Old Men,2007,https://www.nytimes.com/2007/11/09/movies/09coun.html,ha9llvm7f1,tt0477348
bong-joon-ho,Bong Joon Ho,5,Stranger by the Lake,2013,https://www.nytimes.com/2014/01/24/movies/death-and-desire-in-stranger-by-the-lake.html,capx3ionsm,tt2852458
bong-joon-ho,Bong Joon Ho,6,The Day He Arrives,2012,https://www.nytimes.com/2012/04/20/movies/the-day-he-arrives-directed-by-hong-sang-soo.html,b55u6bk7yd,tt1922561
bong-joon-ho,Bong Joon Ho,7,The Social Network,2010,https://www.nytimes.com/2010/09/24/movies/24nyffsocial.html,l4ug56nz0f,tt1285016
bong-joon-ho,Bong Joon Ho,8,War of the Worlds,2005,https://www.nytimes.com/2005/06/29/movies/another-terror-attack-but-not-by-humans.html,675e94jor5,tt0407304
bong-joon-ho,Bong Joon Ho,9,Zodiac,2007,https://www.nytimes.com/2007/03/02/movies/02zodi.html,jdyefczkju,tt0443706
joel-kim-booster,Joel Kim Booster,1,Before Sunset,2004,https://www.nytimes.com/2004/07/02/movies/film-review-reunited-still-talking-still-uneasy.html,xmng211oeu,tt0381681
joel-kim-booster,Joel Kim Booster,2,Bridesmaids,2011,https://www.nytimes.com/2011/05/13/movies/bridesmaids-with-kristen-wiig-maya-rudolph-review.html,rnq9ud5fm2,tt1478338
joel-kim-booster,Joel Kim Booster,3,Children of Men,2006,https://www.nytimes.com/2006/12/25/movies/25chil.html,wserm1vbyd,tt0206634
joel-kim-booster,Joel Kim Booster,4,Everything Everywhere All at Once,2022,https://www.nytimes.com/2022/03/24/movies/everything-everywhere-all-at-once-review.html,c3amhhmylr,tt6710474
joel-kim-booster,Joel Kim Booster,5,Logan,2017,https://www.nytimes.com/2017/03/02/movies/logan-review-hugh-jackman-wolverine-x-men.html,s4vt727qmy,tt3315342
joel-kim-booster,Joel Kim Booster,6,Ocean's Eleven,2001,https://www.nytimes.com/2001/12/07/movies/film-review-for-the-new-rat-pack-it-s-a-ring-a-ding-thing.html,0w6iidm2z6,tt0240772
joel-kim-booster,Joel Kim Booster,7,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
joel-kim-booster,Joel Kim Booster,8,Rachel Getting Married,2008,https://www.nytimes.com/2008/10/03/movies/03rach.html,ly10b051j1,tt1084950
joel-kim-booster,Joel Kim Booster,9,The Dark Knight,2008,https://www.nytimes.com/2008/07/18/movies/18knig.html,ovjvzklwqa,tt0468569
joel-kim-booster,Joel Kim Booster,10,The Devil Wears Prada,2006,https://www.nytimes.com/2006/06/30/movies/30devi.html,hta2a72ox3,tt0458352
danielle-brooks,Danielle Brooks,1,Django Unchained,2012,https://www.nytimes.com/2012/12/25/movies/quentin-tarantinos-django-unchained-stars-jamie-foxx.html,26tx866trt,tt1853728
danielle-brooks,Danielle Brooks,2,Get Out,2017,https://www.nytimes.com/2017/02/23/movies/get-out-review-jordan-peele.html,g6672bzd9f,tt5052448
danielle-brooks,Danielle Brooks,3,Inglourious Basterds,2009,https://www.nytimes.com/2009/08/21/movies/21inglourious.html,jhgeiiho9u,tt0361748
danielle-brooks,Danielle Brooks,4,John Q,2002,https://www.nytimes.com/2002/02/15/movies/film-review-if-arguing-won-t-move-insurers-maybe-a-gun-will.html,3hreui8zn1,tt0251160
danielle-brooks,Danielle Brooks,5,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
danielle-brooks,Danielle Brooks,6,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
danielle-brooks,Danielle Brooks,7,Sinners,2025,https://www.nytimes.com/2025/04/17/movies/sinners-review-ryan-coogler.html,6a1d5914de,tt31193180
danielle-brooks,Danielle Brooks,8,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,https://www.nytimes.com/2021/06/24/movies/summer-of-soul-review.html,lrsziowez4,tt11422728
danielle-brooks,Danielle Brooks,9,Whiplash,2014,https://www.nytimes.com/2014/10/10/movies/in-whiplash-a-young-jazz-drummer-vs-his-teacher.html,ino1hp3tkp,tt2582802
mel-brooks,Mel Brooks,1,A Beautiful Mind,2001,https://www.nytimes.com/2001/12/21/movies/film-review-from-math-to-madness-and-back.html,ekx2fthc90,tt0268978
mel-brooks,Mel Brooks,2,Bottle Shock,2008,https://www.nytimes.com/2008/08/06/movies/06bott.html,76qdo5w0sx,tt0914797
mel-brooks,Mel Brooks,3,Hidden Figures,2016,https://www.nytimes.com/2016/12/22/movies/hidden-figures-review.html,yn8f03cw31,tt4846340
mel-brooks,Mel Brooks,4,Inglourious Basterds,2009,https://www.nytimes.com/2009/08/21/movies/21inglourious.html,jhgeiiho9u,tt0361748
mel-brooks,Mel Brooks,5,Jojo Rabbit,2019,https://www.nytimes.com/2019/10/17/movies/jojo-rabbit-review.html,ldp7wwe635,tt2584384
mel-brooks,Mel Brooks,6,Midnight in Paris,2011,https://www.nytimes.com/2011/05/20/movies/midnight-in-paris-by-woody-allen-with-owen-wilson-review.html,5ujt0ff3oi,tt1605783
mel-brooks,Mel Brooks,7,The Bourne Identity,2002,https://www.nytimes.com/2002/06/14/movies/film-review-he-knows-a-lot-just-not-his-name.html,151sz7rb0p,tt0258463
mel-brooks,Mel Brooks,8,The Grand Budapest Hotel,2014,https://www.nytimes.com/2014/03/07/movies/wes-andersons-grand-budapest-hotel-is-a-complex-caper.html,3lzvrdy9io,tt2278388
mel-brooks,Mel Brooks,9,The King's Speech,2010,https://www.nytimes.com/2010/11/26/movies/26king.html,a7grahgt5f,tt1504320
