person_slug,person_name,rank,title,year,review_url,nyt_id,imdb_id
min-jin-lee,Min Jin Lee,3,BlacKkKlansman,2018,https://www.nytimes.com/2018/08/09/movies/blackkklansman-review-spike-lee.html,7y6la9fugs,tt7349662
min-jin-lee,Min Jin Lee,4,Boyhood,2014,https://www.nytimes.com/2014/07/11/movies/movie-review-linklaters-boyhood-is-a-model-of-cinematic-realism.html,prsrxcz8tg,tt1065073
min-jin-lee,Min Jin Lee,5,Minari,2021,https://www.nytimes.com/2021/02/11/movies/minari-review.html,0234i8ti2g,tt10633456
min-jin-lee,Min Jin Lee,6,Nomadland,2021,https://www.nytimes.com/2021/02/18/movies/nomadland-review.html,sxtebg3ek1,tt9770150
min-jin-lee,Min Jin Lee,7,Paddington 2,2018,https://www.nytimes.com/2018/01/10/movies/paddington-2-review.html,unvi00p2fd,tt4468740
min-jin-lee,Min Jin Lee,8,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
min-jin-lee,Min Jin Lee,9,The Hurt Locker,2009,https://www.nytimes.com/2009/06/26/movies/26hurt.html,bcmgo7iywg,tt0887912
min-jin-lee,Min Jin Lee,10,The Lunchbox,2014,https://www.nytimes.com/2014/02/28/movies/the-lunchbox-with-irrfan-khan-mumbai-mix-up.html,6q4in62fj3,tt2350496
dennis-lehane,Dennis Lehane,1,Children of Men,2006,https://www.nytimes.com/2006/12/25/movies/25chil.html,wserm1vbyd,tt0206634
dennis-lehane,Dennis Lehane,2,Eternal Sunshine of the Spotless Mind,2004,https://www.nytimes.com/2004/03/19/movies/film-review-washing-that-girl-out-of-his-head.html,hn59fguprk,tt0338013
dennis-lehane,Dennis Lehane,3,In the Mood for Love,2001,https://www.nytimes.com/2000/09/30/movies/film-festival-review-just-next-door-neighbors-till-love-breaches-walls.html,twijmf0sa4,tt0118694
dennis-lehane,Dennis Lehane,4,Inside Out,2015,https://www.nytimes.com/2015/06/19/movies/review-pixars-inside-out-finds-the-joy-in-sadness-and-vice-versa.html,kdzk8tobip,tt2096673
dennis-lehane,Dennis Lehane,5,Mad Max: Fury Road,2015,https://www.nytimes.com/2015/05/15/movies/review-mad-max-fury-road-still-angry-after-all-these-years.html,4yhgz8ca8w,tt1392190
dennis-lehane,Dennis Lehane,6,Pan's Labyrinth,2006,https://www.nytimes.com/2006/12/29/movies/29laby.html,wvzo97wr0s,tt0457430
dennis-lehane,Dennis Lehane,7,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
dennis-lehane,Dennis Lehane,8,The Grand Budapest Hotel,2014,https://www.nytimes.com/2014/03/07/movies/wes-andersons-grand-budapest-hotel-is-a-complex-caper.html,3lzvrdy9io,tt2278388
dennis-lehane,Dennis Lehane,9,The Hurt Locker,2009,https://www.nytimes.com/2009/06/26/movies/26hurt.html,bcmgo7iywg,tt0887912
dennis-lehane,Dennis Lehane,10,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
dolly-de-leon,Dolly de Leon,1,28 Days Later,2003,https://www.nytimes.com/2003/06/27/movies/film-review-spared-by-a-virus-but-not-by-mankind.html,vtkmrov7kc,tt0289043
dolly-de-leon,Dolly de Leon,2,Aftersun,2022,https://www.nytimes.com/2022/10/20/movies/aftersun-review.html,mwhp6szq1r,tt19770238
dolly-de-leon,Dolly de Leon,3,All of Us Strangers,2023,https://www.nytimes.com/2023/12/21/movies/all-of-us-strangers-review.html,5h2xhforw3,tt21192142
dolly-de-leon,Dolly de Leon,4,All Quiet on the Western Front,2022,https://www.nytimes.com/2022/10/27/movies/all-quiet-on-the-western-front-review.html,vtij6ake2i,tt1016150
dolly-de-leon,Dolly de Leon,5,Anora,2024,https://www.nytimes.com/2024/10/17/movies/anora-review.html,z4062eczcm,tt28607951
dolly-de-leon,Dolly de Leon,6,Children of Men,2006,https://www.nytimes.com/2006/12/25/movies/25chil.html,wserm1vbyd,tt0206634
dolly-de-leon,Dolly de Leon,7,Close,2023,https://www.nytimes.com/2023/01/26/movies/close-review-lukas-dhont.html,oz1vy5bxep,tt9660502
dolly-de-leon,Dolly de Leon,8,Dunkirk,2017,https://www.nytimes.com/2017/07/20/movies/dunkirk-review-christopher-nolan.html,y60fjwz9fb,tt5013056
dolly-de-leon,Dolly de Leon,9,Eternal Sunshine of the Spotless Mind,2004,https://www.nytimes.com/2004/03/19/movies/film-review-washing-that-girl-out-of-his-head.html,hn59fguprk,tt0338013
dolly-de-leon,Dolly de Leon,10,Little Miss Sunshine,2006,https://www.nytimes.com/2006/07/26/movies/26suns.html,ft3yhh0h54,tt0449059
john-lithgow,John Lithgow,1,A Prophet,2010,https://www.nytimes.com/2010/02/26/movies/26prophet.html,nqzk9vt0e0,tt1235166
john-lithgow,John Lithgow,2,Dawson City: Frozen Time,2017,https://www.nytimes.com/2017/06/08/movies/dawson-city-frozen-time-review.html,1d751f7f8d,tt5215486
john-lithgow,John Lithgow,3,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
john-lithgow,John Lithgow,4,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
john-lithgow,John Lithgow,5,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
john-lithgow,John Lithgow,6,Roma,2018,https://www.nytimes.com/2018/11/20/movies/roma-review.html,sytbcvl6i1,tt6155172
john-lithgow,John Lithgow,7,Silver Linings Playbook,2012,https://www.nytimes.com/2012/11/16/movies/silver-linings-playbook-directed-by-david-o-russell.html,pus66e7lo5,tt1045658
john-lithgow,John Lithgow,8,The Wolf of Wall Street,2013,https://www.nytimes.com/2013/12/25/movies/dicaprio-stars-in-scorseses-the-wolf-of-wall-street.html,e8w0yo8r03,tt0993846
john-lithgow,John Lithgow,9,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
john-lithgow,John Lithgow,10,Totem,2024,https://www.nytimes.com/2024/01/25/movies/totem-review-lila-aviles.html,8d4b1c3ef4,tt26315142
simu-liu,Simu Liu,1,Eternal Sunshine of the Spotless Mind,2004,https://www.nytimes.com/2004/03/19/movies/film-review-washing-that-girl-out-of-his-head.html,hn59fguprk,tt0338013
simu-liu,Simu Liu,2,Get Out,2017,https://www.nytimes.com/2017/02/23/movies/get-out-review-jordan-peele.html,g6672bzd9f,tt5052448
simu-liu,Simu Liu,3,Hero,2004,https://www.nytimes.com/2004/08/27/movies/film-review-crouching-tiger-hidden-truths-court-king-who-would-be-emperor.html,ve1jlwekox,tt0299977
simu-liu,Simu Liu,4,Inside Out,2015,https://www.nytimes.com/2015/06/19/movies/review-pixars-inside-out-finds-the-joy-in-sadness-and-vice-versa.html,kdzk8tobip,tt2096673
simu-liu,Simu Liu,5,Interstellar,2014,https://www.nytimes.com/2014/11/05/movies/interstellar-christopher-nolans-search-for-a-new-planet.html,rj4lrgf7ym,tt0816692
simu-liu,Simu Liu,6,La La Land,2016,https://www.nytimes.com/2016/12/08/movies/la-la-land-review-ryan-gosling-emma-stone.html,snqt8rdm42,tt3783958
simu-liu,Simu Liu,7,Past Lives,2023,https://www.nytimes.com/2023/06/01/movies/past-lives-review.html,yeeo62p41d,tt13238346
simu-liu,Simu Liu,8,The Lord of the Rings: The Two Towers,2002,https://www.nytimes.com/2002/12/18/movies/film-review-soldiering-on-in-epic-pursuit-of-purity.html,xpityrqga9,tt0167261
simu-liu,Simu Liu,9,The Social Network,2010,https://www.nytimes.com/2010/09/24/movies/24nyffsocial.html,l4ug56nz0f,tt1285016
simu-liu,Simu Liu,10,Tropic Thunder,2008,https://www.nytimes.com/2008/08/13/movies/13trop.html,2c723r2k9e,tt0942385
mikey-madison,Mikey Madison,1,Almost Famous,2000,https://www.nytimes.com/2000/09/13/movies/film-review-with-sympathy-for-the-devil-a-rock-writer-finds-his-way.html,kxd33hy67v,tt0181875
mikey-madison,Mikey Madison,2,Before Sunset,2004,https://www.nytimes.com/2004/07/02/movies/film-review-reunited-still-talking-still-uneasy.html,xmng211oeu,tt0381681
mikey-madison,Mikey Madison,3,Blue Is the Warmest Colour,2013,https://www.nytimes.com/2013/10/25/movies/blue-is-the-warmest-color-directed-by-abdellatif-kechiche.html,y76maqtlof,tt2278871
mikey-madison,Mikey Madison,4,Captain Volkonogov Escaped,2021,,e60ecda51e,tt13322726
mikey-madison,Mikey Madison,5,Mad Max: Fury Road,2015,https://www.nytimes.com/2015/05/15/movies/review-mad-max-fury-road-still-angry-after-all-these-years.html,4yhgz8ca8w,tt1392190
mikey-madison,Mikey Madison,6,Portrait of a Lady on Fire,2019,https://www.nytimes.com/2019/12/05/movies/portrait-of-a-lady-on-fire-review.html,ctwip64rof,tt8613070
mikey-madison,Mikey Madison,7,Tangerine,2015,https://www.nytimes.com/2015/07/10/movies/review-tangerine-a-madcap-buddy-picture-about-transgender-prostitutes.html,a253lijcv5,tt3824458
mikey-madison,Mikey Madison,8,The Florida Project,2017,https://www.nytimes.com/2017/10/05/movies/the-florida-project-review-sean-baker-willem-dafoe.html,2wefdg6kxt,tt5649144
mikey-madison,Mikey Madison,9,The Girl with the Needle,2024,https://www.nytimes.com/2024/12/05/movies/the-girl-with-the-needle-review.html,ce9fd94dc9,tt10236164
mikey-madison,Mikey Madison,10,Vicky Cristina Barcelona,2008,https://www.nytimes.com/2008/08/15/movies/15barc.html,3y5pa8si5y,tt0497465
lesley-manville,Lesley Manville,1,A Bigger Splash,2016,https://www.nytimes.com/2016/05/04/movies/a-bigger-splash-review-tilda-swinton.html,74005810c7,tt2056771
lesley-manville,Lesley Manville,2,Amour,2012,https://www.nytimes.com/2012/12/19/movies/michael-hanekes-amour-with-jean-louis-trintignant.html,cw0ik5bfl7,tt1602620
lesley-manville,Lesley Manville,3,Biutiful,2010,https://www.nytimes.com/2010/12/29/movies/29biut.html,eevg0ylfen,tt1164999
lesley-manville,Lesley Manville,4,Boyhood,2014,https://www.nytimes.com/2014/07/11/movies/movie-review-linklaters-boyhood-is-a-model-of-cinematic-realism.html,prsrxcz8tg,tt1065073
lesley-manville,Lesley Manville,5,Inside Llewyn Davis,2013,https://www.nytimes.com/2013/12/06/movies/inside-llewyn-davis-directed-by-joel-and-ethan-coen.html,ntl6oc3afn,tt2042568
lesley-manville,Lesley Manville,6,Lost in Translation,2003,https://www.nytimes.com/2003/09/12/movies/film-review-an-american-in-japan-making-a-connection.html,wpqdt02atj,tt0335266
lesley-manville,Lesley Manville,7,Punch-Drunk Love,2002,https://www.nytimes.com/2002/10/05/movies/film-festival-review-love-and-the-single-misfit-in-a-topsy-turvy-world.html,kywznv0o84,tt0272338
lesley-manville,Lesley Manville,8,Roma,2018,https://www.nytimes.com/2018/11/20/movies/roma-review.html,sytbcvl6i1,tt6155172
lesley-manville,Lesley Manville,9,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
lesley-manville,Lesley Manville,10,To Be and to Have,2003,https://www.nytimes.com/2002/10/12/movies/film-festival-review-education-in-rural-france-a-portrait-of-dedication.html,ef060c6131,tt0318202
brit-marling,Brit Marling,1,Caché,2005,https://www.nytimes.com/2005/12/23/movies/a-nice-middleclass-couple-with-their-own-stalker.html,p3hjwmdvfe,tt0387898
brit-marling,Brit Marling,2,Fish Tank,2010,https://www.nytimes.com/2010/01/15/movies/15fish.html,dk2or5ytmu,tt1232776
brit-marling,Brit Marling,3,"Hale County This Morning, This Evening",2018,https://www.nytimes.com/2018/09/13/movies/hale-county-this-morning-this-evening-review-ramell-ross.html,5l9mfsiwz3,tt6634646
brit-marling,Brit Marling,4,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
brit-marling,Brit Marling,5,Phantom Thread,2017,https://www.nytimes.com/2017/12/24/movies/phantom-thread-review-daniel-day-lewis.html,8sbk4yhene,tt5776858
brit-marling,Brit Marling,6,Portrait of a Lady on Fire,2019,https://www.nytimes.com/2019/12/05/movies/portrait-of-a-lady-on-fire-review.html,ctwip64rof,tt8613070
brit-marling,Brit Marling,7,The Boy and the Heron,2023,https://www.nytimes.com/2023/11/21/movies/the-boy-and-the-heron-review-hayao-miyazaki.html,f15w17u9hk,tt6587046
brit-marling,Brit Marling,8,The Secret in Their Eyes,2010,https://www.nytimes.com/2010/04/16/movies/16secret.html,eszs426v3d,tt1305806
brit-marling,Brit Marling,9,Volver,2006,https://www.nytimes.com/2006/11/03/movies/03volv.html,daq0t15a4g,tt0441909
brit-marling,Brit Marling,10,Yi Yi,2000,https://www.nytimes.com/2000/10/04/movies/film-festival-review-of-taiwan-s-bourgeoisie-and-its-affecting-charms.html,i448d8hlcc,tt0244316
rob-marshall,Rob Marshall,1,A Separation,2011,https://www.nytimes.com/2011/12/30/movies/a-separation-directed-by-asghar-farhadi-review.html,pisw6790f4,tt1832382
rob-marshall,Rob Marshall,2,All Quiet on the Western Front,2022,https://www.nytimes.com/2022/10/27/movies/all-quiet-on-the-western-front-review.html,vtij6ake2i,tt1016150
rob-marshall,Rob Marshall,3,Catch Me If You Can,2002,https://www.nytimes.com/2002/12/25/movies/film-review-taking-to-a-gullible-world-like-a-mouse-to-swiss-cheese.html,suf466z9ev,tt0264464
rob-marshall,Rob Marshall,4,Dunkirk,2017,https://www.nytimes.com/2017/07/20/movies/dunkirk-review-christopher-nolan.html,y60fjwz9fb,tt5013056
rob-marshall,Rob Marshall,5,Finding Nemo,2003,https://www.nytimes.com/2003/05/30/movies/film-review-vast-sea-tiny-fish-big-crisis.html,rbf7cu41nv,tt0266543
rob-marshall,Rob Marshall,6,I'm Still Here,2025,https://www.nytimes.com/2025/01/16/movies/im-still-here-review.html,4236c45297,tt14961016
rob-marshall,Rob Marshall,7,Midnight in Paris,2011,https://www.nytimes.com/2011/05/20/movies/midnight-in-paris-by-woody-allen-with-owen-wilson-review.html,5ujt0ff3oi,tt1605783
rob-marshall,Rob Marshall,8,Milk,2008,https://www.nytimes.com/2008/11/26/movies/26milk.html,v08ico2459,tt1013753
rob-marshall,Rob Marshall,9,Something's Gotta Give,2003,https://www.nytimes.com/2003/12/12/movies/film-review-weep-and-the-world-laughs-hysterically.html,snm278h9zq,tt0337741
rob-marshall,Rob Marshall,10,Spotlight,2015,https://www.nytimes.com/2015/11/06/movies/review-in-spotlight-the-boston-globe-digs-up-the-catholic-churchs-dirt.html,nguq4rtxoc,tt1895587
bill-mechanic,Bill Mechanic,1,Black Panther,2018,https://www.nytimes.com/2018/02/06/movies/black-panther-review-movie.html,htxkw0dioh,tt1825683
bill-mechanic,Bill Mechanic,2,"Crouching Tiger, Hidden Dragon",2000,https://www.nytimes.com/2000/10/09/movies/film-festival-review-action-fans-be-prepared-for-heart-and-feminism.html,061nzpgfe9,tt0190332
bill-mechanic,Bill Mechanic,3,Gladiator,2000,https://www.nytimes.com/2000/05/05/movies/film-review-that-cruel-colosseum.html,dl1xb1niq3,tt0172495
bill-mechanic,Bill Mechanic,4,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
bill-mechanic,Bill Mechanic,5,No Country for Old Men,2007,https://www.nytimes.com/2007/11/09/movies/09coun.html,ha9llvm7f1,tt0477348
bill-mechanic,Bill Mechanic,6,Oppenheimer,2023,https://www.nytimes.com/2023/07/19/movies/oppenheimer-review-christopher-nolan.html,a3egx6p5yl,tt15398776
bill-mechanic,Bill Mechanic,7,The Dark Knight,2008,https://www.nytimes.com/2008/07/18/movies/18knig.html,ovjvzklwqa,tt0468569
bill-mechanic,Bill Mechanic,8,The Departed,2006,https://www.nytimes.com/2006/10/06/movies/06depa.html,xbmxgm1m0f,tt0407887
bill-mechanic,Bill Mechanic,9,The Incredibles,2004,https://www.nytimes.com/2004/11/05/movies/being-super-in-suburbia-is-no-picnic.html,zjerx51znd,tt0317705
bill-mechanic,Bill Mechanic,10,The Lord of the Rings: The Fellowship of the Ring,2001,https://www.nytimes.com/2001/12/19/movies/film-review-hit-the-road-middle-earth-gang.html,n71sjfi4ba,tt0120737
charles-melton,Charles Melton,1,A Knight's Tale,2001,https://www.nytimes.com/2001/05/11/movies/film-review-in-merrie-olde-england-waving-his-banner-all-over-the-place.html,3ohi56aomf,tt0183790
charles-melton,Charles Melton,2,Another Round,2020,https://www.nytimes.com/2020/12/03/movies/another-round-review.html,cwlqfh7vb0,tt10288566
charles-melton,Charles Melton,3,Brokeback Mountain,2005,https://www.nytimes.com/2005/12/09/movies/riding-the-high-country-finding-and-losing-love.html,riii25wj1z,tt0388795
charles-melton,Charles Melton,4,Broker,2022,https://www.nytimes.com/2022/12/25/movies/broker-review-hirokazu-kore-eda.html,4uh4s1hlze,tt13056052
charles-melton,Charles Melton,5,I Saw the Devil,2011,https://www.nytimes.com/2011/03/04/movies/04i-saw-the-devil.html,6d81db6438,tt1588170
charles-melton,Charles Melton,6,Memories of Murder,2005,https://www.nytimes.com/2005/07/15/movies/unprepared-and-illequipped-for-a-serial-killer-at-large.html,fb936e9424,tt0353969
charles-melton,Charles Melton,7,Oldboy,2005,https://www.nytimes.com/2005/03/25/movies/the-violence-and-the-seafood-is-more-than-raw.html,k8cvttya6s,tt0364569
charles-melton,Charles Melton,8,"Oslo, August 31st",2011,https://www.nytimes.com/2012/05/25/movies/oslo-august-31st-directed-by-joachim-trier.html,vhzebpcxgm,tt1736633
charles-melton,Charles Melton,9,The Social Network,2010,https://www.nytimes.com/2010/09/24/movies/24nyffsocial.html,l4ug56nz0f,tt1285016
charles-melton,Charles Melton,10,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
stephen-merchant,Stephen Merchant,1,Aftersun,2022,https://www.nytimes.com/2022/10/20/movies/aftersun-review.html,mwhp6szq1r,tt19770238
stephen-merchant,Stephen Merchant,2,City of God,2003,https://www.nytimes.com/2003/01/17/movies/film-review-boys-soldiering-in-an-army-of-crime.html,gz7w8418tp,tt0317248
stephen-merchant,Stephen Merchant,3,Collateral,2004,https://www.nytimes.com/2004/08/06/movies/film-review-killer-in-a-cab-doing-his-job.html,p988fr06y7,tt0369339
stephen-merchant,Stephen Merchant,4,Eternal Sunshine of the Spotless Mind,2004,https://www.nytimes.com/2004/03/19/movies/film-review-washing-that-girl-out-of-his-head.html,hn59fguprk,tt0338013
stephen-merchant,Stephen Merchant,5,Girlhood,2014,https://www.nytimes.com/2015/01/30/movies/in-girlhood-a-french-adolescent-comes-out-of-her-shell.html,thq91t8e57,tt3655522
stephen-merchant,Stephen Merchant,6,In the Mood for Love,2001,https://www.nytimes.com/2000/09/30/movies/film-festival-review-just-next-door-neighbors-till-love-breaches-walls.html,twijmf0sa4,tt0118694
stephen-merchant,Stephen Merchant,7,Memories of Murder,2005,https://www.nytimes.com/2005/07/15/movies/unprepared-and-illequipped-for-a-serial-killer-at-large.html,fb936e9424,tt0353969
stephen-merchant,Stephen Merchant,8,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
stephen-merchant,Stephen Merchant,9,Team America: World Police,2004,https://www.nytimes.com/2004/10/15/movies/moral-guidance-from-class-clowns.html,2imovnapsu,tt0372588
stephen-merchant,Stephen Merchant,10,The Wolf of Wall Street,2013,https://www.nytimes.com/2013/12/25/movies/dicaprio-stars-in-scorseses-the-wolf-of-wall-street.html,e8w0yo8r03,tt0993846
arian-moayed,Arian Moayed,1,A Separation,2011,https://www.nytimes.com/2011/12/30/movies/a-separation-directed-by-asghar-farhadi-review.html,pisw6790f4,tt1832382
arian-moayed,Arian Moayed,2,Children of Men,2006,https://www.nytimes.com/2006/12/25/movies/25chil.html,wserm1vbyd,tt0206634
arian-moayed,Arian Moayed,3,Interstellar,2014,https://www.nytimes.com/2014/11/05/movies/interstellar-christopher-nolans-search-for-a-new-planet.html,rj4lrgf7ym,tt0816692
arian-moayed,Arian Moayed,4,Kill Bill: Vol. 1,2003,https://www.nytimes.com/2003/10/10/movies/film-review-blood-bath-beyond.html,0tvp1pxzd9,tt0266697
arian-moayed,Arian Moayed,5,Michael Clayton,2007,https://www.nytimes.com/2007/10/05/movies/05clay.html,vktq9nprkm,tt0465538
arian-moayed,Arian Moayed,6,Moonlight,2016,https://www.nytimes.com/2016/10/21/movies/moonlight-review.html,cihf2ofyv8,tt4975722
arian-moayed,Arian Moayed,7,No Country for Old Men,2007,https://www.nytimes.com/2007/11/09/movies/09coun.html,ha9llvm7f1,tt0477348
arian-moayed,Arian Moayed,8,The Act of Killing,2013,https://www.nytimes.com/2013/07/19/movies/act-of-killing-re-enacts-indonesian-massacres.html,ww6jrt06ai,tt2375605
arian-moayed,Arian Moayed,9,Toy Story 3,2010,https://www.nytimes.com/2010/06/18/movies/18toy.html,fxdt8w8ws2,tt0435761
arian-moayed,Arian Moayed,10,Whale Rider,2003,https://www.nytimes.com/2003/06/06/movies/film-review-a-girl-born-to-lead-fighting-the-odds.html,lkwgjqbs5w,tt0298228
julianne-moore,Julianne Moore,1,Amour,2012,https://www.nytimes.com/2012/12/19/movies/michael-hanekes-amour-with-jean-louis-trintignant.html,cw0ik5bfl7,tt1602620
julianne-moore,Julianne Moore,2,Black Swan,2010,https://www.nytimes.com/2010/12/03/movies/03black.html,gdd9yolegi,tt0947798
julianne-moore,Julianne Moore,3,Dogtooth,2010,https://www.nytimes.com/2010/06/25/movies/25dog.html,v1rlnsr58m,tt1379182
julianne-moore,Julianne Moore,4,Ex Machina,2015,https://www.nytimes.com/2015/04/10/movies/review-in-ex-machina-a-mogul-fashions-the-droid-of-his-dreams.html,m457h56ont,tt0470752
julianne-moore,Julianne Moore,5,Good Time,2017,https://www.nytimes.com/2017/08/10/movies/good-time-review-robert-pattinson.html,mji081p5p7,tt4846232
julianne-moore,Julianne Moore,6,Lost in Translation,2003,https://www.nytimes.com/2003/09/12/movies/film-review-an-american-in-japan-making-a-connection.html,wpqdt02atj,tt0335266
julianne-moore,Julianne Moore,7,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
julianne-moore,Julianne Moore,8,Phantom Thread,2017,https://www.nytimes.com/2017/12/24/movies/phantom-thread-review-daniel-day-lewis.html,8sbk4yhene,tt5776858
julianne-moore,Julianne Moore,9,Superbad,2007,https://www.nytimes.com/2007/08/17/movies/17supe.html,xyljoou0y9,tt0829482
julianne-moore,Julianne Moore,10,The 40-Year-Old Virgin,2005,https://www.nytimes.com/2005/08/19/movies/losing-his-innocence-not-a-minute-too-soon.html,o4dod6p4vt,tt0405422
michael-moses,Michael Moses,1,A.I. Artificial Intelligence,2001,https://www.nytimes.com/2001/06/29/movies/film-review-do-androids-long-for-mom.html,uwa2ggw5pd,tt0212720
michael-moses,Michael Moses,2,Bridesmaids,2011,https://www.nytimes.com/2011/05/13/movies/bridesmaids-with-kristen-wiig-maya-rudolph-review.html,rnq9ud5fm2,tt1478338
michael-moses,Michael Moses,3,Get Out,2017,https://www.nytimes.com/2017/02/23/movies/get-out-review-jordan-peele.html,g6672bzd9f,tt5052448
michael-moses,Michael Moses,4,Lost in Translation,2003,https://www.nytimes.com/2003/09/12/movies/film-review-an-american-in-japan-making-a-connection.html,wpqdt02atj,tt0335266
michael-moses,Michael Moses,5,Moulin Rouge!,2001,https://www.nytimes.com/2001/05/18/movies/film-review-an-eyeful-an-earful-anachronism-lautrec-meets-lady-marmalade.html,uat751cbna,tt0203009
michael-moses,Michael Moses,6,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
michael-moses,Michael Moses,7,Oppenheimer,2023,https://www.nytimes.com/2023/07/19/movies/oppenheimer-review-christopher-nolan.html,a3egx6p5yl,tt15398776
michael-moses,Michael Moses,8,The New World,2006,https://www.nytimes.com/2005/12/23/movies/when-virginia-was-eden-and-other-tales-of-history.html,zwux7yk7ch,tt0402399
michael-moses,Michael Moses,9,There Will Be Blood,2007,https://www.nytimes.com/2007/12/26/movies/26bloo.html,k8ql8qrivp,tt0469494
michael-moses,Michael Moses,10,Zodiac,2007,https://www.nytimes.com/2007/03/02/movies/02zodi.html,jdyefczkju,tt0443706
cristian-mungiu,Cristian Mungiu,1,A Separation,2011,https://www.nytimes.com/2011/12/30/movies/a-separation-directed-by-asghar-farhadi-review.html,pisw6790f4,tt1832382
cristian-mungiu,Cristian Mungiu,2,A Serious Man,2009,https://www.nytimes.com/2009/10/02/movies/02serious.html,s9ylds2993,tt1019452
cristian-mungiu,Cristian Mungiu,3,Burning,2018,https://www.nytimes.com/2018/10/25/movies/burning-review.html,8qe5rdfq5t,tt7282468
cristian-mungiu,Cristian Mungiu,4,Dogville,2004,https://www.nytimes.com/2003/10/04/movies/film-festival-review-virtue-is-its-own-punishment.html,flmm5eqnbv,tt0276919
cristian-mungiu,Cristian Mungiu,5,Drive My Car,2021,https://www.nytimes.com/2021/11/24/movies/drive-my-car-review.html,p6yv0kmnj1,tt14039582
cristian-mungiu,Cristian Mungiu,6,In the Mood for Love,2001,https://www.nytimes.com/2000/09/30/movies/film-festival-review-just-next-door-neighbors-till-love-breaches-walls.html,twijmf0sa4,tt0118694
cristian-mungiu,Cristian Mungiu,7,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
cristian-mungiu,Cristian Mungiu,8,Pacifiction,2022,https://www.nytimes.com/2023/02/16/movies/pacifiction-review.html,01253750f6,tt13702796
cristian-mungiu,Cristian Mungiu,9,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
cristian-mungiu,Cristian Mungiu,10,To Be and to Have,2003,https://www.nytimes.com/2002/10/12/movies/film-festival-review-education-in-rural-france-a-portrait-of-dedication.html,ef060c6131,tt0318202
james-murphy,James Murphy,1,24 Hour Party People,2002,https://www.nytimes.com/2002/08/09/movies/film-review-megalomania-as-an-unembarrassed-art-form.html,lmd8psumdd,tt0274309
james-murphy,James Murphy,2,Get Out,2017,https://www.nytimes.com/2017/02/23/movies/get-out-review-jordan-peele.html,g6672bzd9f,tt5052448
james-murphy,James Murphy,3,Her,2013,https://www.nytimes.com/2013/12/18/movies/her-directed-by-spike-jonze.html,m33vh7ps8w,tt1798709
james-murphy,James Murphy,4,Mulholland Drive,2001,https://www.nytimes.com/2001/10/06/movies/film-festival-review-hollywood-a-funhouse-of-fantasy.html,eaq20nyqbd,tt0166924
james-murphy,James Murphy,5,Parasite,2019,https://www.nytimes.com/2019/10/10/movies/parasite-review.html,6ypgkf80fn,tt6751668
james-murphy,James Murphy,6,Step Brothers,2008,https://www.nytimes.com/2008/07/25/movies/25brot.html,j9gw4emwnb,tt0838283
james-murphy,James Murphy,7,The Hunt,2013,https://www.nytimes.com/2013/07/12/movies/the-hunt-with-mads-mikkelsen-charts-a-towns-hysteria.html,qhvnnf54df,tt2106476
james-murphy,James Murphy,8,The Lord of the Rings: The Two Towers,2002,https://www.nytimes.com/2002/12/18/movies/film-review-soldiering-on-in-epic-pursuit-of-purity.html,xpityrqga9,tt0167261
james-murphy,James Murphy,9,The Royal Tenenbaums,2002,https://www.nytimes.com/2001/12/14/movies/film-review-please-do-not-feed-or-annoy-the-woebegone-prodigies.html,mekvvwdru8,tt0265666
